,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship
286,2020,32030,1,1,1,6,2,202000,202000,4,1,47,5,1,"1,2,6",1,"5,14,1","1,2"
287,2020,32060,1,1,1,6,0,152000,152000,4,2,27,5,1,1,1,"1,8,2",3
288,2020,31370,1,0,,6,0,87000,87000,4,1,64,5,1,"1,2,6",1,"2,8,1",3
289,2020,39010,1,1,1,10,0,350000,350000,4,2,44,5,1,"1,2,6","3,8,5","4,1,8","1,2"
290,2020,32010,1,0,,5,0,90000,90000,4,1,17,5,1,"1,2,6",1,"1,4,9",1
291,2020,39020,1,1,1,10,0,400000,400000,4,1,53,5,1,"1,2,6","3,5,6","8,1,2","1,2"
292,2020,32030,1,1,1,8,2,235000,235000,4,2,37,5,1,"1,2,6",1,"3,9,8","1,2"
293,2020,33320,1,0,,4,0,200000,50000,4,2,36,10,1,1,1,"12,14,4",3
294,2020,31380,1,0,,4,0,100000,25000,4,2,27,10,1,1,1,"12,3",1
295,2020,"390,103,901,039,010",3,2,"3,3",3,0,999999,333333,4,2,46,11,1,"1,2","3,8","11,12,2",1
296,2020,"3,206,032,060",2,1,4,3,0,595998,198666,4,1,38,11,1,1,1,"6,2",3
297,2020,31260,1,0,,4,2,200000,50000,4,2,44,6,1,2,1,"1,3",1
298,2020,31370,1,0,,2,0,150000,75000,4,2,32,6,1,"1,2",1,"4,2,9",3
299,2020,"3,206,031,230",2,1,2,4,0,500000,125000,4,1,60,6,1,"1,2",1,"8,5,12",5
300,2020,31260,1,0,,2,0,100000,50000,3,2,52,12,1,"1,6",1,8,3
301,2020,31100,1,0,,3,0,130002,43334,4,2,47,12,1,1,1,"5,3,4",3
302,2020,33040,1,0,,2,0,150000,75000,4,1,62,12,1,1,1,2,1
303,2020,"3,125,024,050",2,"0,1",12,4,0,107000,26750,5,2,51,1,1,"1,4,6",1,"1,4,8",3
304,2020,23310,1,1,3,8,0,530000,66250,5,1,34,1,1,"1,2,6",1,"4,5,1",3
305,2020,23010,1,0,,4,0,50000,50000,4,1,24,1,1,"1,2","5,2","3,1,14",3
306,2020,31380,1,0,,6,0,25000,25000,5,1,67,1,1,"1,6",7,"1,4",5
309,2020,32060,1,0,,2,0,250000,125000,4,2,37,7,1,"1,2",1,"11,3,8",1
312,2020,32010,1,0,,2,0,100000,50000,4,2,30,2,1,"1,6",1,"5,8,9",3
313,2020,31270,1,0,,40,0,30000,30000,4,1,55,2,1,1,7,"9,5,1",5
314,2020,32410,1,0,,4,0,250000,62500,4,2,53,2,1,1,1,"11,5,1",1
316,2020,32010,1,0,,2,0,200000,100000,4,1,63,3,1,1,1,"1,4,2",1
317,2020,31380,1,0,,4,0,160000,40000,4,2,47,3,1,1,1,"12,9",1
318,2020,31380,1,0,,2,0,100000,50000,4,1,37,9,1,1,1,"2,9",1
319,2020,32060,1,0,,4,2,270000,142500,4,2,42,9,1,"1,2,8",1,"4,7",1
320,2020,32030,1,1,3,2,0,300000,150000,4,2,20,9,1,1,1,"5,9,6",3
321,2020,31370,1,0,,3,1,99999,33333,4,2,37,9,1,"1,2",1,"9,2",1
322,2020,39020,1,1,5,1,,1004000,1004000,4,1,39,4,1,"1,15","3,5,2","2,8,5",
323,2020,31370,1,0,,2,0,100000,50000,4,2,53,4,1,"1,2",1,"8,11,5",1
324,2020,23010,1,0,,4,0,200000,50000,4,1,57,4,1,2,1,"3,2",1
325,2020,31270,1,0,,3,0,199998,66666,4,1,65,4,1,2,1,"8,5,3",1
326,2020,32060,1,0,,2,0,100000,50000,4,2,20,4,1,1,1,"8,2",3
327,2020,"3,902,039,020",2,6,"3,3,3,3,3,3",2,0,1000000,500000,4,1,22,10,1,"1,2","8,3","12,2,11",3
328,2020,32010,1,0,,3,0,196002,65334,4,1,57,10,1,"1,2","1,4","8,9,2",1
329,2020,31380,1,0,,2,0,100000,50000,4,1,72,10,1,1,1,"8,11",1
330,2020,31370,1,0,,2,0,150000,75000,4,2,27,10,1,1,1,"4,2",3
331,2020,32010,1,0,,2,0,150000,75000,4,1,52,5,1,"1,6",1,"3,5",1
332,2020,32010,1,0,,2,0,150000,75000,4,2,27,5,1,"1,2",1,"3,5",3
333,2020,31130,1,0,,4,0,150000,37500,4,2,57,5,1,"1,2",1,"2,9",1
334,2020,"3,601,036,010",2,1,3,3,0,685002,228334,5,1,60,6,1,"1,2,6",1,"2,8,6",3
335,2020,"3,201,032,020",2,"1,0",10,4,0,480004,151668,5,1,53,6,1,"1,3,6",1,"9,11,5",3
336,2020,"3,740,037,400",2,1,3,4,0,240000,120000,4,2,51,6,1,6,1,"3,4,5",1
337,2020,32010,1,0,,3,0,151998,50666,4,2,56,11,1,1,1,8,1
338,2020,31270,1,0,,2,0,150000,75000,4,1,40,11,1,1,1,"9,2",1
339,2020,"3,901,039,010",2,1,9,2,0,700000,350000,4,2,27,7,1,"1,2","3,8","5,6,12",3
340,2020,31370,1,0,,3,0,200001,66667,4,1,21,7,1,"1,2",1,"9,14,8",3
341,2020,32060,1,0,,4,0,250000,62500,4,2,16,12,1,1,1,8,1
342,2020,31060,1,0,,3,0,100002,33334,4,1,21,12,1,1,1,5,1
343,2020,31370,1,0,,2,0,140000,70000,4,2,52,12,1,1,1,"14,8,12",1
344,2020,31150,1,0,,4,0,217000,54250,4,1,33,8,1,"1,2,6",1,"4,2,8",3
345,2020,"390,103,901,039,010",3,2,"3,3",4,0,1960000,490000,4,1,28,8,1,"1,2,6,8,9","3,8,5","5,2,1",3
346,2020,"3,203,032,370",2,1,3,4,2,453000,113250,4,2,36,8,1,"1,2,5,6,8",1,"2,8,6",1
347,2020,32410,1,1,3,4,1,455000,113750,4,2,45,8,1,"1,2,4,6",1,"2,14,5",1
348,2020,"3,234,031,210",2,"0,1",12,4,0,396000,99000,5,1,51,9,1,"2,6",1,"9,1",1
349,2020,31200,1,0,,2,0,60000,30000,5,1,26,9,1,1,1,"2,4",3
350,2020,31370,1,0,,2,0,116000,58000,4,1,29,1,1,"1,2,6",1,"2,11,8",3
351,2020,"3,405,034,050",2,1,1,2,0,291000,145500,4,2,28,1,1,"1,2,4,6",1,"14,6,5",3
352,2020,"3,203,032,030",2,1,3,2,0,422000,211000,5,2,45,10,1,"1,2,6,16",1,"2,1,5",3
353,2020,31190,1,0,,2,0,168000,84000,4,1,30,10,1,"1,2,3",1,"10,2,5",3
354,2020,23310,1,0,,3,0,136998,45666,4,2,26,10,1,"1,2,4,6",1,"11,4,2",3
355,2020,23310,1,0,,3,0,111000,37000,4,2,31,11,1,"1,2,4,6",1,"2,5,3",3
356,2020,31280,1,0,,2,0,85000,42500,4,2,26,11,1,"1,2,6",1,"11,2,1",3
357,2020,31370,1,0,,2,0,97000,54500,4,1,56,11,1,"1,2,6,8",1,"1,2,11",1
358,2020,31380,1,0,,2,0,88000,44000,4,2,46,11,1,"1,2,6,16",1,"2,11,1",3
359,2020,32010,1,0,,3,0,148398,49466,4,1,40,2,1,"1,2,4,6",1,"11,4,8",3
360,2020,31380,1,0,,2,0,107800,53900,4,2,46,2,1,"1,2,9",1,"2,4,5",3
361,2020,31270,1,0,,4,0,258000,64500,4,2,29,2,1,"1,2,11",1,"2,1,8",3
362,2020,31130,1,0,,2,0,89000,44500,4,1,25,2,1,"1,2,6",1,"2,5,8",3
363,2020,31270,1,0,,2,0,83000,41500,4,2,55,12,1,"1,2,6",1,"2,3,8",1
364,2020,"3,113,031,030",2,"0,0",,4,2,101000,25250,4,2,36,12,1,"1,2,5,12",1,"10,14,2",1
365,2020,31120,1,0,,3,0,87999,29333,4,2,63,12,1,"1,5,6",1,"3,11,2",3
366,2020,"3,206,032,060",2,1,3,4,0,482000,120500,5,1,24,12,1,"1,2,6,9","1,8","2,5,1",3
367,2020,"39,020,390,203,902,000,000",4,2,"1,1",3,1,1214999,494333,4,2,45,12,1,"1,2,5,6,8,15,16","3,8,1","1,2,14",1
370,2020,32070,1,1,3,4,0,598000,149500,4,1,31,1,1,"1,2,6",1,"2,8,11",3
371,2020,"32,060,320,603,206,000,000",4,1,4,4,1,500000,125000,4,1,47,2,1,"1,2,5",1,"4,1,2",1
372,2020,31370,1,1,3,8,0,1014000,131125,5,1,25,2,1,"3,6","5,2","3,4,5",3
374,2020,23010,1,0,,4,0,196000,49000,4,1,62,3,1,"2,15",1,"1,8,2",1
375,2020,31270,1,0,,2,0,122000,61000,4,1,32,3,1,"1,2,6",1,"2,4,5",3
376,2020,31090,1,0,,2,0,132000,63300,4,2,27,3,1,"1,2",1,"2,8,11",3
377,2020,31260,1,0,,4,2,122000,30500,4,2,42,3,1,"1,2",1,"2,8",1
378,2020,"360,403,604,036,040",3,1,4,4,1,598000,149500,5,2,72,3,1,"1,2,7",1,"6,9,2",1
379,2020,32060,1,0,,1,,80000,80000,5,2,57,3,1,"1,3",1,15,
380,2020,"26,010,260,102,601,000,000,000,000,000,000,000",7,2,"3,3",5,1,990000,198000,5,2,36,3,1,"1,4,6",1,"1,11,14",1
381,2020,31230,1,0,,3,0,150000,50000,3,1,52,4,1,"1,2",1,"8,11",4
382,2020,31130,1,0,,2,0,99000,49500,4,2,28,4,1,"1,2,6",1,"5,1,8",3
383,2020,31260,1,0,,3,0,86001,28667,3,1,49,4,1,"1,2",1,"2,1,3",1
385,2020,"3,241,032,410",2,1,6,4,0,800000,200000,4,1,38,4,1,"1,2,6,17",1,"11,4,5",3
386,2020,31010,1,0,,1,,99500,99500,4,2,28,4,1,"1,2","5,6,2","9,4,2",
387,2020,31120,1,0,,2,0,59500,29750,4,1,24,5,1,"1,2,6",6,"2,4,3",3
389,2020,23310,1,0,,2,0,120000,60000,4,2,23,6,1,"1,2,6",1,"2,8,5",3
390,2020,31120,1,0,,2,0,67000,33500,3,1,31,6,1,"1,2",1,"5,4,8",3
391,2020,31130,1,0,,2,0,90000,45000,4,2,57,6,1,"1,2,6",1,"2,1,4",3
392,2020,31370,1,0,,2,0,111500,55750,4,1,25,6,1,"1,2,15",1,"1,2,4",3
393,2020,31100,1,0,,2,0,88000,44000,4,2,56,7,1,"1,2,6",1,"2,1,11",3
394,2020,31370,1,0,,2,0,79000,39500,4,1,25,7,1,"1,5,6",1,"2,1,11",3
395,2020,31090,1,0,,4,0,223600,62150,4,1,48,7,1,"1,2,6,8",1,"2,11,8",3
396,2020,"39,010,390,203,901,000,000",4,2,"1,1",2,0,1097000,548500,5,2,28,7,1,"1,2,6,8,15,16","3,8","2,1,5",3
397,2020,32350,1,1,3,4,0,720000,187500,4,1,49,5,1,"1,2,6,16",1,"5,1,11",1
398,2020,"320,103,201,032,010",3,0,,3,1,100000,35000,4,2,33,5,1,"1,2",1,"4,2",1
399,2020,"33,020,330,203,302,000,000",4,1,3,4,0,300000,75000,4,2,52,5,1,1,"1,4","14,12",1
400,2020,31270,1,0,,3,1,75001,39167,4,2,38,6,1,"1,2,6",1,"3,1,4",1
401,2020,31380,1,0,,2,0,165000,95000,4,2,28,6,1,"1,2,6,16",1,"1,4,5",3
402,2020,"3,241,032,410",2,1,4,3,0,686002,295334,4,2,53,6,1,"1,2,4,6,8",1,"2,1,4",1
403,2020,"210,402,104,021,090,000,000,000,000,000",6,2,"3,1",4,0,800000,200000,5,2,57,7,1,"1,2,6",1,"5,1,2",1
404,2020,"3,201,032,010",2,0,,2,0,152000,76000,5,1,38,7,1,"2,5",1,"8,9",1
405,2020,"310,903,109,031,090",3,0,,4,0,150000,37500,5,1,54,7,1,"1,2",1,"4,1",1
406,2020,"3,137,031,370",2,1,3,4,0,100000,100000,4,2,26,7,1,"1,3","5,2","1,15",3
407,2020,31370,1,1,3,10,0,620000,100000,5,1,27,8,1,"3,6","5,2",6,3
408,2020,"3,138,031,380",2,0,,2,0,98000,49000,5,1,57,8,1,"1,2",1,"8,2,9",1
409,2020,"23,310,233,102,331,000,000",4,1,3,6,0,159000,159000,5,1,61,8,1,"1,4",1,"4,2",3
410,2020,"3,901,039,010,390,100,000,000,000,000,000,000,000,000",8,2,"9,1",2,0,733000,430500,5,2,35,8,1,"1,2,5","8,3,2","2,8,1",3
411,2020,23320,1,0,,2,0,119000,59500,4,2,26,9,1,"1,2,6",1,"2,8,5",3
412,2020,31270,1,0,,2,0,109000,54500,4,2,55,9,1,"1,2,6",1,"2,5,8",3
413,2020,31130,1,0,,4,2,88000,22000,4,1,41,9,1,"1,2,6",1,"2,4,3",1
414,2020,"37,020,370,203,702,000,000",4,1,3,4,0,370000,245000,5,2,28,10,1,"2,4","6,9","2,1",3
415,2020,"39,010,390,203,902,000,000,000,000,000,000,000",7,2,"4,3",6,1,1290000,240000,5,2,72,11,1,"1,2,5,6,8","8,3,10","8,1,12",1
416,2020,"22,010,220,202,207,000,000",4,1,1,3,1,474999,158333,4,2,37,11,1,"2,5,15",1,"8,1,5",1
417,2020,"21,040,210,102,101,000,000,000,000,000,000,000",7,2,"1,1",4,1,820000,205000,5,1,48,11,1,"1,2,9,15",1,"2,1",1
418,2020,"32,060,320,603,241,000,000",4,1,4,4,0,800000,200000,4,2,57,8,1,"1,6",1,"12,3,4",1
419,2020,"35,020,350,203,502,000,000",4,1,3,3,0,399999,133333,4,1,46,8,1,"1,2,6,16",1,"6,8,1",1
420,2020,"31,090,310,903,109,000,000",4,1,3,2,0,250000,125000,5,1,26,8,1,"1,5",1,"2,9",3
421,2020,"3,203,032,030",2,1,1,4,0,798000,199500,4,2,63,12,1,"1,5",1,"1,2",1
422,2020,"3,201,032,010",2,0,,3,1,107001,35667,4,2,47,12,1,"1,2",1,"4,5",1
423,2020,31190,1,0,,2,0,195000,97500,4,1,27,9,1,"1,2,5",1,"1,14,4",3
424,2020,31380,1,0,,4,0,195000,48750,4,2,27,9,1,"1,2,6",1,"11,1",3
425,2020,"3,206,032,060",2,1,11,3,0,650004,216668,4,1,37,9,1,"1,3",1,"9,8,11",3
426,2020,"210,902,109,021,110",3,2,"4,4",2,0,590000,295000,4,1,46,9,1,"1,2,6","2,8","5,4,11",1
427,2020,31380,1,0,,3,0,150000,50000,4,2,62,10,1,"1,2,6",1,"4,5,2",3
428,2020,31270,1,0,,4,0,160000,40000,4,1,63,10,1,"1,2,6",1,"4,11,14",3
429,2020,31260,1,0,,4,0,157000,39250,4,2,72,10,1,"1,2",1,"5,4,8",3
430,2020,21090,1,1,4,2,0,308000,308000,4,1,28,1,1,"1,2,6","2,10,4","5,1,2",3
431,2020,"360,203,602,036,020",3,1,1,3,0,294000,294000,5,2,31,1,1,"2,4,8","2,5,10","8,11,1",3
432,2020,"320,603,206,032,060",3,1,3,4,0,252000,252000,5,2,28,1,1,"1,2,6","6,10,2","2,5,8",3
433,2020,31130,1,0,,4,0,125000,31250,4,2,23,2,1,"1,2,6",1,"2,4",1
434,2020,31250,1,0,,2,0,85000,42500,5,2,37,2,1,"1,2,4",1,"4,5,2",3
435,2020,"390,203,902,039,020",3,2,"3,3",5,0,465000,465000,5,1,57,2,1,"1,2,15","3,2,8","11,4,2",1
436,2020,31370,1,0,,3,1,94999,33333,4,1,35,11,1,"1,2",1,"8,4",1
437,2020,31260,1,0,,3,0,180000,60000,4,2,27,11,1,"1,2,6",1,"4,1,8",4
438,2020,32010,1,0,,4,0,40000,40000,5,2,50,3,1,"1,2,6","5,2","5,1,4",3
439,2020,31380,1,0,,3,0,35000,35000,5,2,35,3,1,"1,2,15",1,"2,1,5",3
440,2020,"2,101,021,100",2,1,1,2,0,350000,350000,5,2,27,3,1,"1,2,15",2,"3,1,8",3
441,2020,31250,1,0,,3,0,121002,40334,4,2,47,3,1,"1,2,4",1,"4,3,5",1
442,2020,31370,1,0,,3,0,300000,100000,4,2,35,12,1,"2,3,7",1,"4,5,1",3
443,2020,"3,232,032,320",2,1,11,4,1,698000,187000,4,1,45,12,1,"1,2,6",1,"6,1,8","1,3"
444,2020,"3,437,034,370",2,1,3,8,0,1555000,194375,4,2,44,4,1,"1,5,6",8,"2,8,5",3
445,2020,"3,102,031,110",2,"0,0",,4,0,148000,35000,4,2,31,4,1,"1,2,6","5,2","2,8,3",3
446,2020,35050,1,1,3,4,0,244000,153250,4,2,29,5,1,"1,2","5,2,10","9,5,1",3
449,2020,31370,1,0,,2,0,63000,59500,4,1,28,5,1,"1,2","2,10,5","8,3,1",3
450,2020,"311,103,437,034,370",3,"0,3",12,2,0,99000,49500,4,2,28,1,1,"1,9","5,2","4,2,1",3
451,2020,"333,803,338,023,080",3,"1,0",12,4,0,160000,130000,4,2,48,1,1,"1,2",1,"2,4",1
452,2020,"323,102,501,025,010",3,"1,1,1","4,12,12",3,1,512000,179000,4,1,39,1,1,"1,6,7",1,"1,11,2",1
453,2020,"32,030,240,102,401,000,000",4,"1,2","4,12,12",2,0,475000,237500,4,2,36,1,1,"2,7,16",1,"2,5,4",3
454,2020,"3,201,032,310",2,"0,1",4,3,0,500001,166667,4,1,27,1,1,"1,2,6",1,"2,4,1",3
455,2020,31270,1,0,,3,0,180003,60001,4,2,51,2,1,"2,6",1,"9,4,8",3
456,2020,31380,1,0,,4,0,150000,45000,4,2,27,2,1,"1,2,6",1,"2,5,4",3
457,2020,31370,1,0,,2,0,76000,38000,4,1,28,2,1,"1,6","5,2","2,1,11",3
458,2020,31250,1,0,,6,0,229998,38333,4,1,73,2,1,"1,4,6","7,8","4,8,2",3
459,2020,31130,1,0,,3,0,175002,58334,4,2,37,6,1,"1,2,6",5,"4,2,8",3
460,2020,"3,103,031,160",2,"0,0",,6,0,180000,30000,4,1,55,6,1,"1,2,6",1,"11,1,4",3
461,2020,32010,1,0,,4,0,200000,50000,4,1,29,6,1,"1,2,6",1,"8,2,4",3
462,2020,"3,114,031,120",2,"0,0",,4,0,180000,45000,4,2,48,6,1,"1,5",1,"4,2",3
463,2020,31370,1,0,,4,0,230000,57500,4,2,28,6,1,"1,2,5,6",1,"4,9,2","3,4"
464,2020,31020,1,0,,4,0,160000,40000,4,1,28,3,1,"1,2,6",1,"7,4,2",3
465,2020,"2,301,031,230",2,"0,0",,2,0,72000,36000,4,2,28,3,1,"1,2,6",1,"2,8,4",3
467,2020,31370,1,0,,3,1,200001,66667,4,2,37,3,1,"1,2,6",1,"4,5,8",1
468,2020,31370,1,0,,3,0,200001,66667,4,2,29,3,1,"1,2,6",1,"4,11,2",3
470,2020,"3,127,031,270",2,0,,3,0,224001,78667,4,2,54,4,1,"1,2",1,"5,9,4",1
471,2020,31130,1,0,,3,0,102000,34000,4,2,34,4,1,"1,2,6",1,"1,4,11",3
472,2020,23310,1,1,10,2,0,328000,164000,4,1,28,4,1,"1,2,6,7",1,"9,5,1",3
473,2020,31150,1,0,,3,0,110000,102000,4,2,28,7,1,"1,2,6","5,10,2","1,5,4",3
474,2020,"3,438,034,380",2,1,3,3,0,315000,143000,4,2,47,7,1,"1,2,6",1,"4,2,3",1
475,2020,"3,202,032,020",2,1,12,2,0,103500,103500,5,2,31,7,1,"1,2,4","6,5","6,2,3",3
476,2020,"3,640,036,020,360,200,000,000,000",5,2,"10,4",2,0,732000,479500,4,1,28,7,1,"1,2,4,6",8,"8,1,11",3
477,2020,36460,1,1,3,2,0,298000,243000,5,2,27,8,1,"1,2,4","2,4,5","1,2,14",3
478,2020,"32,030,320,303,206,000,000",4,2,"4,3",3,1,801001,327667,4,1,36,8,1,"1,2,6,15",1,"5,9,2",1
479,2020,"3,403,034,030",2,1,3,3,1,398999,182333,4,2,35,8,1,"1,2,6",1,"11,1,5",1
480,2020,31270,1,0,,3,1,210003,70001,4,1,38,9,1,"1,2",1,"4,8,2",1
481,2020,31370,1,0,,2,0,160000,80000,4,1,27,9,1,"1,2",1,"11,2",3
482,2020,"380,903,809,038,090",3,2,"10,10",15,0,8039985,535999,4,1,66,9,1,"1,2,11","1,4","2,14,8","1,2"
483,2020,31380,1,0,,3,0,155001,51667,4,2,27,9,1,"1,2",1,"1,11",3
484,2020,31370,1,0,,6,0,399996,66666,4,2,72,10,1,"1,2",1,"5,8,4",3
485,2020,"3,201,032,010",2,0,,2,0,300000,150000,4,2,45,10,1,"1,2,6",1,"8,4,1",3
486,2020,"2,331,023,310",2,1,11,3,0,262000,152000,4,1,28,5,1,"1,2,6,7",1,"14,9,6",1
487,2020,31250,1,0,,3,1,185001,61667,5,1,46,5,1,"1,2",1,"5,1,14",1
488,2020,"390,103,902,021,010",3,2,"4,4",4,0,1340000,335000,4,2,37,5,1,"1,2,6","3,8,5","12,8,11",3
489,2020,"3,603,036,030,360,300,000,000,000",5,2,"2,2",2,0,484000,390500,5,2,29,5,1,"1,2,4,9","2,10,5","11,14,2",3
490,2020,31190,1,0,,4,0,175000,43750,4,1,27,11,1,"1,2,6","5,2","2,4,8",3
491,2020,31030,1,0,,3,0,99999,33333,4,2,38,11,1,"1,2,6","5,2","2,4,8",4
492,2020,23010,1,0,,4,0,200000,50000,4,1,17,12,1,"2,6",1,"4,8",1
493,2020,"390,103,902,039,020",3,2,"1,3",3,1,1600005,533335,4,1,47,12,1,"1,2,5,6","3,8","9,5,1",1
494,2020,31370,1,0,,2,0,60000,60000,4,2,28,1,1,1,1,"3,9,4",3
496,2020,21090,1,1,4,2,0,400000,200000,4,1,27,1,1,"1,2,6",1,"8,6,5",3
497,2020,"3,602,036,020",2,1,3,4,0,900000,225000,4,2,28,6,1,"1,5,8,15","2,10","12,2,8",3
498,2020,31370,1,1,3,3,1,210000,70000,4,1,36,6,1,"1,2,6",1,"8,1,6",1
499,2020,34060,1,0,,4,0,440000,110000,4,1,56,6,1,"1,2,3,6",1,"11,8,9",3
500,2020,"3,201,031,120",2,"0,0",,2,0,160000,67500,4,2,37,6,1,"1,2,6","2,5","2,8,1",3
501,2020,32310,1,1,3,4,0,435000,108750,4,2,44,6,1,"1,2,6",1,"8,4,5","1,3"
502,2020,"3,438,034,380",2,1,4,4,0,422000,128000,4,1,27,6,1,"2,11",1,"5,4,6",3
503,2020,31090,1,0,,5,0,410000,82000,4,1,49,6,1,"2,6,12","1,4","5,9,11",3
504,2020,31380,1,0,,4,0,150000,37500,4,2,45,2,1,"1,2,6",1,"1,2,4",3
505,2020,31370,1,0,,3,1,207000,69000,4,1,37,2,1,"3,6",1,"14,8,1",1
506,2020,31270,1,0,,4,0,200000,50000,4,2,31,2,1,"1,2,6",1,"2,4,1",3
507,2020,31270,1,0,,3,0,210000,70000,4,2,26,2,1,"1,2,6",1,"2,4,8",3
508,2020,32010,1,0,,2,0,100000,50000,4,1,28,2,1,"1,2,6",1,"4,5,2",3
509,2020,"3,127,031,270",2,0,,3,1,110000,70000,4,2,46,7,1,"1,2,5",1,"4,5,3",1
510,2020,"3,234,032,060",2,1,1,3,1,444999,248333,5,1,37,7,1,"1,2,6,15",1,"2,6,1",1
511,2020,31020,1,0,,4,0,39800,39800,4,1,46,7,1,"1,2","5,6,2","11,1,2",3
512,2020,36460,1,2,2,4,0,430000,360000,4,2,31,7,1,"1,2,6","2,4,10","5,11,2",3
513,2020,"233,102,331,023,310",3,1,10,2,0,306000,207000,5,2,28,7,1,"1,2,4,6",8,"11,2,8",3
514,2020,33360,1,0,,4,0,73000,73000,4,1,28,7,1,"1,2","6,10","14,5,3","1,2"
515,2020,"3,127,031,270",2,1,4,2,0,419000,209500,5,2,56,3,1,"1,2,6,7",1,"5,6,9",1
516,2020,32010,1,0,,2,0,76000,49500,4,1,29,3,1,"1,2","5,6,2","9,4,8",3
517,2020,32010,1,0,,2,0,170000,85000,4,1,28,3,1,"1,2,6",6,"5,4,2",3
518,2020,31210,1,0,,3,0,395001,181667,4,2,46,3,1,"2,8",1,"8,4,7",3
519,2020,31170,1,0,,2,0,46000,46000,3,1,38,3,1,"1,2,6","5,6,2","5,1,8",3
520,2020,31380,1,0,,4,0,162000,40500,4,2,46,4,1,"1,2,6",1,"8,4,5",3
521,2020,"3,702,037,020,370,200,000,000,000",5,1,2,2,0,363000,263000,5,1,37,4,1,"1,2,4",1,"14,12,1",3
522,2020,"3,240,032,400",2,2,3,4,2,645000,161250,5,1,37,5,1,"1,2,6",1,"5,8,1",1
523,2020,"390,103,901,039,010",3,2,"3,3",2,0,630000,630000,5,2,34,5,1,"1,2,6","3,8","5,1,8",3
524,2020,32310,1,1,4,3,0,165000,165000,5,2,29,5,1,"5,6",1,"5,4,1",3
525,2020,34380,1,1,3,4,0,230000,230000,5,1,29,5,1,"1,2,6",1,"1,5,11",3
526,2020,31270,1,0,,4,1,165000,41250,4,2,49,5,1,"1,2,6",1,"3,1,5",1
527,2020,34370,1,1,4,4,2,495000,123750,5,1,48,5,1,"2,6,7",1,"4,1,5",1
528,2020,"39,020,390,203,902,000,000",4,"2,0","3,3",4,0,895000,895000,5,2,52,5,1,"1,2,15",3,"14,1,2",3
529,2020,"2,110,021,090",2,1,1,2,0,315000,315000,5,2,27,6,1,"1,6,15",2,"1,2,5",3
530,2020,32030,1,1,3,4,1,480000,120000,4,1,46,6,1,"1,2,6",1,"2,4,5",1
531,2020,"3,137,031,370",2,1,6,4,2,125000,31250,5,2,39,6,1,"1,6",1,"3,4,5",1
532,2020,35360,1,0,,4,0,60000,60000,5,1,67,8,1,"1,6",6,"1,14,5",5
533,2020,23310,1,2,6,4,2,78000,78000,4,2,37,8,1,"1,6",1,"4,3,1",1
534,2020,32060,1,2,10,4,1,145000,145000,4,1,46,8,1,"1,2,6",1,"5,1,6",1
535,2020,"390,103,901,039,020",3,2,"3,3",4,1,1190000,297500,4,2,45,8,1,"1,6,15","3,8","14,1,5",1
536,2020,31370,1,0,,4,2,90000,90000,4,1,36,9,1,"1,2",1,"1,4,5",1
537,2020,31240,1,0,,6,0,90000,90000,4,1,27,9,1,"1,6",1,"8,1,4",3
538,2020,32030,1,0,,4,0,110000,110000,4,1,54,9,1,"1,6",1,"2,8,1",1
539,2020,31220,1,0,,6,0,70000,70000,4,2,27,9,1,"2,6",1,"8,2,1",3
540,2020,31090,1,0,,5,2,90000,90000,4,2,34,9,1,1,1,"9,8,4",1
541,2020,31150,1,0,,5,2,80000,80000,4,2,43,9,1,"1,2,6",1,"5,4,2",1
542,2020,32060,1,0,,5,0,140000,140000,4,2,62,9,1,"1,6",1,"14,1",3
543,2020,31270,1,0,,3,0,20000,20000,4,1,72,7,1,"1,2,6",2,"1,9,4",3
544,2020,31370,1,1,10,6,0,105000,105000,4,1,57,7,1,"1,6",1,"1,2,5",1
545,2020,34380,1,2,3,4,0,695000,173750,4,2,47,7,1,"1,2,6",1,"5,4,1",1
546,2020,32060,1,2,6,4,1,520000,130000,4,1,47,7,1,"1,2,6",1,"5,3,1",1
547,2020,33380,1,1,4,2,0,235000,235000,5,2,36,7,1,"1,6,15",1,"12,4,11",3
548,2020,32030,1,1,3,2,0,245000,245000,5,2,27,7,1,"1,2,6",1,"1,4,5",3
549,2020,34030,1,2,6,3,1,455001,151667,4,1,38,7,1,"1,2,6",1,"4,1,11",1
550,2020,31370,1,2,3,3,1,410001,136667,4,2,48,8,1,"1,6",1,"5,4,1",1
551,2020,31270,1,1,10,2,0,230000,115000,4,2,57,8,1,"1,6",1,"1,4,5",1
552,2020,31380,1,2,6,4,2,215000,53750,5,2,37,8,1,"1,6",1,"5,6,3",1
553,2020,34380,1,2,3,3,1,150000,150000,4,1,44,8,1,"1,2,6",1,"5,1,2",1
554,2020,32410,1,2,10,4,0,250000,250000,4,1,52,8,1,"1,6,15",1,"1,2,5",1
555,2020,31370,1,1,10,2,0,172000,123250,4,2,27,8,1,"1,2,6",1,"4,1,5",3
556,2020,"3,901,039,020",2,2,"3,3",5,1,580000,580000,4,2,46,9,1,"1,2,6","3,8","1,5,2",1
557,2020,"390,203,902,039,020",3,2,"3,3",4,0,601000,601000,4,1,52,9,1,"1,6,15","3,8","1,2,5",5
